epoch,step,test_acc,train_acc,train_loss,val_acc,val_loss
0,49,,,0.6761945486068726,,
0,99,,,0.6839877963066101,,
0,149,,,0.6722264885902405,,
0,199,,,0.6788233518600464,,
0,249,,,0.6886348724365234,,
0,299,,,0.6979794502258301,,
0,349,,,0.676336407661438,,
0,399,,,0.6867601871490479,,
0,449,,,0.6808218955993652,,
0,499,,,0.6905852556228638,,
0,549,,,0.6871243119239807,,
0,599,,,0.6772469282150269,,
0,649,,,0.6794742345809937,,
0,699,,,0.6780248880386353,,
0,749,,,0.6744624972343445,,
0,799,,,0.6708303689956665,,
0,849,,,0.6532527208328247,,
0,899,,,0.6813116669654846,,
0,949,,,0.6689985394477844,,
0,999,,,0.6936355829238892,,
0,1049,,,0.6776930093765259,,
0,1093,,,,0.6295999884605408,0.6733713150024414
0,1093,,0.581257164478302,,,
1,1099,,,0.6759471297264099,,
1,1149,,,0.6880347728729248,,
1,1199,,,0.6727595329284668,,
1,1249,,,0.6809000372886658,,
1,1299,,,0.6668135523796082,,
1,1349,,,0.6906773447990417,,
1,1399,,,0.6707127094268799,,
1,1449,,,0.6722850203514099,,
1,1499,,,0.6766270995140076,,
1,1549,,,0.6504267454147339,,
1,1599,,,0.6652054786682129,,
1,1649,,,0.6571713089942932,,
1,1699,,,0.6737343072891235,,
1,1749,,,0.6592969298362732,,
1,1799,,,0.6555958390235901,,
1,1849,,,0.6537618637084961,,
1,1899,,,0.666472315788269,,
1,1949,,,0.656239926815033,,
1,1999,,,0.6495101451873779,,
1,2049,,,0.6689844727516174,,
1,2099,,,0.6763182282447815,,
1,2149,,,0.6492173075675964,,
1,2187,,,,0.6837999820709229,0.6589488983154297
1,2187,,0.6542285680770874,,,
2,2199,,,0.6644335985183716,,
2,2249,,,0.6769752502441406,,
2,2299,,,0.6477847099304199,,
2,2349,,,0.6748591065406799,,
2,2399,,,0.6562091112136841,,
2,2449,,,0.6679642796516418,,
2,2499,,,0.6702518463134766,,
2,2549,,,0.6455207467079163,,
2,2599,,,0.6504146456718445,,
2,2649,,,0.6767147779464722,,
2,2699,,,0.6606312990188599,,
2,2749,,,0.6531827449798584,,
2,2799,,,0.627678394317627,,
2,2849,,,0.6610013246536255,,
2,2899,,,0.6630558967590332,,
2,2949,,,0.6364381313323975,,
2,2999,,,0.6600360870361328,,
2,3049,,,0.6622989177703857,,
2,3099,,,0.6883711218833923,,
2,3149,,,0.6579635739326477,,
2,3199,,,0.6449249982833862,,
2,3249,,,0.6271111369132996,,
2,3281,,,,0.7075999975204468,0.6464291214942932
2,3281,,0.6901142597198486,,,
3,3299,,,0.6439779996871948,,
3,3349,,,0.6696263551712036,,
3,3399,,,0.6704508662223816,,
3,3449,,,0.6480554938316345,,
3,3499,,,0.6440287232398987,,
3,3549,,,0.6374216675758362,,
3,3599,,,0.6572629809379578,,
3,3649,,,0.6685507297515869,,
3,3699,,,0.65076744556427,,
3,3749,,,0.6406428813934326,,
3,3799,,,0.5918369293212891,,
3,3849,,,0.6377975344657898,,
3,3899,,,0.5994793772697449,,
3,3949,,,0.6723091006278992,,
3,3999,,,0.637793779373169,,
3,4049,,,0.6362712383270264,,
3,4099,,,0.6381139159202576,,
3,4149,,,0.6601322889328003,,
3,4199,,,0.6379412412643433,,
3,4249,,,0.6383938789367676,,
3,4299,,,0.6292985677719116,,
3,4349,,,0.6300137639045715,,
3,4375,,,,0.724399983882904,0.6353809833526611
3,4375,,0.7104285955429077,,,
4,4399,,,0.6391031742095947,,
4,4449,,,0.6128541231155396,,
4,4499,,,0.6191374659538269,,
4,4549,,,0.6434289216995239,,
4,4599,,,0.6375846862792969,,
4,4649,,,0.6201245188713074,,
4,4699,,,0.6698194146156311,,
4,4749,,,0.6329812407493591,,
4,4799,,,0.6431084871292114,,
4,4849,,,0.6333798170089722,,
4,4899,,,0.6293374300003052,,
4,4949,,,0.6615596413612366,,
4,4999,,,0.611950159072876,,
4,5049,,,0.6481066942214966,,
4,5099,,,0.613310694694519,,
4,5149,,,0.6075507402420044,,
4,5199,,,0.6372677683830261,,
4,5249,,,0.5961297154426575,,
4,5299,,,0.6082624793052673,,
4,5349,,,0.6098989844322205,,
4,5399,,,0.6328859925270081,,
4,5449,,,0.650061845779419,,
4,5469,,,,0.7351999878883362,0.625337541103363
4,5469,,0.7254571318626404,,,
5,5499,,,0.6314336061477661,,
5,5549,,,0.5715213418006897,,
5,5599,,,0.6227695941925049,,
5,5649,,,0.6265054941177368,,
5,5699,,,0.641621470451355,,
5,5749,,,0.6245821714401245,,
5,5799,,,0.6285982728004456,,
5,5849,,,0.5989962220191956,,
5,5899,,,0.6387050151824951,,
5,5949,,,0.5855042338371277,,
5,5999,,,0.6568926572799683,,
5,6049,,,0.6394333243370056,,
5,6099,,,0.6297304630279541,,
5,6149,,,0.5920500159263611,,
5,6199,,,0.6024501919746399,,
5,6249,,,0.5984067320823669,,
5,6299,,,0.5976481437683105,,
5,6349,,,0.6512715220451355,,
5,6399,,,0.5980110764503479,,
5,6449,,,0.6117041707038879,,
5,6499,,,0.6202254295349121,,
5,6549,,,0.6305614113807678,,
5,6563,,,,0.7441999912261963,0.616219162940979
5,6563,,0.7360571622848511,,,
6,6599,,,0.569865882396698,,
6,6649,,,0.6061107516288757,,
6,6699,,,0.5914190411567688,,
6,6749,,,0.6203797459602356,,
6,6799,,,0.5834140181541443,,
6,6849,,,0.6104784607887268,,
6,6899,,,0.6107277870178223,,
6,6949,,,0.664811909198761,,
6,6999,,,0.6216263175010681,,
6,7049,,,0.6058281064033508,,
6,7099,,,0.5923622250556946,,
6,7149,,,0.6464927792549133,,
6,7199,,,0.6106783747673035,,
6,7249,,,0.6281141042709351,,
6,7299,,,0.63667893409729,,
6,7349,,,0.622231125831604,,
6,7399,,,0.6502873301506042,,
6,7449,,,0.6017933487892151,,
6,7499,,,0.6055379509925842,,
6,7549,,,0.5980126261711121,,
6,7599,,,0.6008460521697998,,
6,7649,,,0.5583472847938538,,
6,7657,,,,0.7534000277519226,0.6078461408615112
6,7657,,0.7467714548110962,,,
7,7699,,,0.5797089338302612,,
7,7749,,,0.6319358944892883,,
7,7799,,,0.6329587697982788,,
7,7849,,,0.6548815369606018,,
7,7899,,,0.6051641702651978,,
7,7949,,,0.598223865032196,,
7,7999,,,0.6239407062530518,,
7,8049,,,0.606228232383728,,
7,8099,,,0.6156215667724609,,
7,8149,,,0.6074408888816833,,
7,8199,,,0.5744227170944214,,
7,8249,,,0.6319693922996521,,
7,8299,,,0.6112095713615417,,
7,8349,,,0.6269731521606445,,
7,8399,,,0.5968470573425293,,
7,8449,,,0.5806777477264404,,
7,8499,,,0.5848332643508911,,
7,8549,,,0.6166813373565674,,
7,8599,,,0.5622797608375549,,
7,8649,,,0.6374239325523376,,
7,8699,,,0.590524435043335,,
7,8749,,,0.5534756183624268,,
7,8751,,,,0.7616000175476074,0.6001043319702148
7,8751,,0.7559999823570251,,,
8,8799,,,0.6223195195198059,,
8,8849,,,0.5784344673156738,,
8,8899,,,0.5999159812927246,,
8,8949,,,0.5775544047355652,,
8,8999,,,0.5884355902671814,,
8,9049,,,0.5746162533760071,,
8,9099,,,0.5720447301864624,,
8,9149,,,0.6553153991699219,,
